epoch,train_loss,vali_loss,test_loss,val_acc,val_f1,val_auc,test_acc,test_f1,test_auc
1,0.894601913241597,0.8585392101244493,0.9068914597684686,0.6704545454545454,0.5735294117647058,0.689335037455178,0.5397727272727273,0.6309794988610479,0.6582979864014062
2,0.8629990134920392,0.8870363587682898,0.9417860304767435,0.5625,0.5483870967741936,0.6419547398431933,0.5035511363636364,0.62072707542051,0.5871130508443363
3,0.8586262185852249,0.8627148406072096,0.9112101888114755,0.6448863636363636,0.5762711864406779,0.6789756649688738,0.5376420454545454,0.6260769672601952,0.6452232023194953
4,0.8660296731955045,0.8643510179086165,0.9242901653051376,0.6264204545454546,0.5638474295190713,0.6709396787710735,0.4744318181818182,0.6228338430173291,0.6385998727305837
5,0.8454860777823956,0.8562056937000968,0.9165689850395377,0.6420454545454546,0.5827814569536424,0.6867872416250892,0.5326704545454546,0.6252847380410024,0.6518649470972546
6,0.8351395660406583,0.8650194948369806,0.9220293069427664,0.6519886363636364,0.5709281961471103,0.6814771917320028,0.5276988636363636,0.6270330902972518,0.6510198945423519
7,0.8381172236684081,0.8568981642072852,0.9063091278076172,0.6661931818181818,0.5656192236598891,0.6786926994906621,0.5248579545454546,0.6260480715483511,0.6534752530553867
8,0.8368702283153286,0.8579127788543701,0.9100401184775613,0.6647727272727273,0.5677655677655679,0.6833866352465915,0.5262784090909091,0.6259113853056646,0.6540113396640661
9,0.8362235128879547,0.8577599335800518,0.9091930362311277,0.6661931818181818,0.5640074211502784,0.6799847624447417,0.5255681818181818,0.625979843225084,0.6539704170221821
10,0.8350136779345475,0.858796853910793,0.9103896834633567,0.6633522727272727,0.5683060109289617,0.681488976461817,0.5213068181818182,0.625139043381535,0.6536287129624514
11,0.8381170433063012,0.854079083962874,0.9104329198598862,0.6633522727272727,0.5683060109289617,0.6820312015521045,0.5227272727272727,0.6258351893095767,0.6537044198499368
12,0.8345571342226746,0.8565493524074554,0.9106589989228682,0.6619318181818182,0.5688405797101449,0.6801075268817205,0.5227272727272727,0.6258351893095767,0.6536962353215598
13,0.8339645645835183,0.8563968187028711,0.9106201299212195,0.6633522727272727,0.5667276051188299,0.6812058156595973,0.5227272727272727,0.6258351893095767,0.6535059450367997
14,0.8358665836321844,0.8581119802865115,0.9105841842564669,0.6633522727272727,0.5683060109289617,0.682261156672702,0.5227272727272727,0.6258351893095767,0.6535468676786835
15,0.8344944661313837,0.8573016009547494,0.9104526828635823,0.6647727272727273,0.5677655677655677,0.6806014130010295,0.5227272727272727,0.6258351893095767,0.6535693751317196
16,0.8365025671271534,0.8582129613919691,0.9104069132696498,0.6633522727272727,0.5698729582577133,0.6816059674518733,0.5227272727272727,0.6258351893095767,0.6535980209810385
17,0.8331530670841019,0.8565842726013877,0.910407616333528,0.6661931818181818,0.5719489981785063,0.685589519650655,0.5227272727272727,0.6258351893095767,0.6535489138107777
18,0.8381391519849951,0.8559989441524852,0.9103999679738825,0.6647727272727273,0.5693430656934305,0.6819682607306421,0.5227272727272727,0.6258351893095767,0.6536450820192049
19,0.8405250415399477,0.8547578697854822,0.9104128344492479,0.6633522727272727,0.5683060109289617,0.6815511059040721,0.5227272727272727,0.6258351893095767,0.6536184823019804
20,0.8355435562598241,0.8569447127255526,0.9103955721313303,0.6605113636363636,0.5678119349005425,0.6803639643463497,0.5227272727272727,0.6258351893095767,0.6537085121141251
